playerid,schoolid,yearid_x,schoolname,schoolcity,schoolstate,schoolnick,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,yearid,teamid_x,lgid_x,g_all,gs,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,teamid_y,lgid_y,salary
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2004,TEX,AL,25,15.0,1,25,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TEX,AL,337500.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2005,TEX,AL,9,4.0,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TEX,AL,372500.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2006,TEX,AL,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TEX,AL,380000.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2008,SEA,AL,32,14.0,2,32,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2009,MIN,AL,35,1.0,4,35,35,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,MIN,AL,525000.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2010,NYN,NL,27,26.0,25,27,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2011,NYN,NL,33,32.0,31,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYN,NL,2750000.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2012,NYN,NL,34,33.0,33,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYN,NL,4750000.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2013,TOR,AL,34,34.0,2,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TOR,AL,5000000.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2014,TOR,AL,35,34.0,4,34,34,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TOR,AL,12000000.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2015,TOR,AL,33,33.0,2,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TOR,AL,12000000.0
dickera01,tennessee,1996,University of Tennessee,Knoxville,TN,USA,1974.0,10.0,29.0,USA,TN,Nashville,,,,,,,R. A.,Dickey,Robert Allen,215.0,75.0,R,R,2001-04-22,2016-09-21,dickr001,dicker.01,2016,TOR,AL,31,29.0,1,30,30,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,TOR,AL,12000000.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1996,SLN,NL,4,2.0,4,4,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1997,SLN,NL,93,81.0,93,92,0,91,1,0,0,0,0,0,0,0,0.0,2.0,0.0,SLN,NL,152500.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1998,TBA,AL,84,75.0,84,84,0,84,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,210000.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1999,TBA,AL,51,50.0,51,51,0,51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,267500.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2000,TBA,AL,60,57.0,60,59,0,59,0,0,0,0,0,0,0,0,0.0,1.0,1.0,TBA,AL,525000.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2001,ARI,NL,12,7.0,12,12,0,12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,775000.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2001,TBA,AL,48,46.0,48,48,0,48,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,775000.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2002,SLN,NL,70,51.0,70,61,0,61,0,0,0,0,0,0,0,0,0.0,12.0,0.0,SLN,NL,750000.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2003,KCA,AL,62,54.0,62,58,0,58,0,0,0,0,0,0,0,0,2.0,6.0,0.0,KCA,AL,625000.0
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2004,CHN,NL,4,0.0,4,4,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2004,DET,AL,13,4.0,13,12,0,12,0,0,0,0,0,0,0,0,1.0,1.0,1.0,,,
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2005,NYN,NL,11,5.0,11,11,0,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2006,NYN,NL,15,9.0,15,15,0,15,0,0,0,0,0,0,0,0,0.0,1.0,0.0,,,
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2007,NYN,NL,16,11.0,16,16,0,16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1989,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2008,TBA,AL,7,6.0,7,7,0,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1996,SLN,NL,4,2.0,4,4,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1997,SLN,NL,93,81.0,93,92,0,91,1,0,0,0,0,0,0,0,0.0,2.0,0.0,SLN,NL,152500.0
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1998,TBA,AL,84,75.0,84,84,0,84,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,210000.0
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1999,TBA,AL,51,50.0,51,51,0,51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,267500.0
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2000,TBA,AL,60,57.0,60,59,0,59,0,0,0,0,0,0,0,0,0.0,1.0,1.0,TBA,AL,525000.0
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2001,ARI,NL,12,7.0,12,12,0,12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,775000.0
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2001,TBA,AL,48,46.0,48,48,0,48,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,775000.0
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2002,SLN,NL,70,51.0,70,61,0,61,0,0,0,0,0,0,0,0,0.0,12.0,0.0,SLN,NL,750000.0
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2003,KCA,AL,62,54.0,62,58,0,58,0,0,0,0,0,0,0,0,2.0,6.0,0.0,KCA,AL,625000.0
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2004,CHN,NL,4,0.0,4,4,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2004,DET,AL,13,4.0,13,12,0,12,0,0,0,0,0,0,0,0,1.0,1.0,1.0,,,
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2005,NYN,NL,11,5.0,11,11,0,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2006,NYN,NL,15,9.0,15,15,0,15,0,0,0,0,0,0,0,0,0.0,1.0,0.0,,,
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2007,NYN,NL,16,11.0,16,16,0,16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1990,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2008,TBA,AL,7,6.0,7,7,0,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1996,SLN,NL,4,2.0,4,4,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1997,SLN,NL,93,81.0,93,92,0,91,1,0,0,0,0,0,0,0,0.0,2.0,0.0,SLN,NL,152500.0
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1998,TBA,AL,84,75.0,84,84,0,84,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,210000.0
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,1999,TBA,AL,51,50.0,51,51,0,51,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,267500.0
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2000,TBA,AL,60,57.0,60,59,0,59,0,0,0,0,0,0,0,0,0.0,1.0,1.0,TBA,AL,525000.0
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2001,ARI,NL,12,7.0,12,12,0,12,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,775000.0
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2001,TBA,AL,48,46.0,48,48,0,48,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TBA,AL,775000.0
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2002,SLN,NL,70,51.0,70,61,0,61,0,0,0,0,0,0,0,0,0.0,12.0,0.0,SLN,NL,750000.0
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2003,KCA,AL,62,54.0,62,58,0,58,0,0,0,0,0,0,0,0,2.0,6.0,0.0,KCA,AL,625000.0
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2004,CHN,NL,4,0.0,4,4,0,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2004,DET,AL,13,4.0,13,12,0,12,0,0,0,0,0,0,0,0,1.0,1.0,1.0,,,
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2005,NYN,NL,11,5.0,11,11,0,11,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2006,NYN,NL,15,9.0,15,15,0,15,0,0,0,0,0,0,0,0,0.0,1.0,0.0,,,
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2007,NYN,NL,16,11.0,16,16,0,16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
difelmi01,tennessee,1991,University of Tennessee,Knoxville,TN,USA,1969.0,5.0,28.0,USA,PA,Philadelphia,,,,,,,Mike,Difelice,Michael William,205.0,74.0,R,R,1996-09-01,2008-04-18,difem001,difelmi01,2008,TBA,AL,7,6.0,7,7,0,7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
dlugabr01,memphis,2002,University of Memphis,Memphis,TN,USA,1983.0,3.0,3.0,USA,AR,Fort Smith,,,,,,,Brent,Dlugach,Brent P.,200.0,76.0,R,R,2009-09-13,2009-10-02,dlugb001,dlugabr01,2009,DET,AL,5,0.0,5,4,0,0,0,0,2,2,0,0,0,0,1.0,0.0,1.0,,,
dlugabr01,memphis,2003,University of Memphis,Memphis,TN,USA,1983.0,3.0,3.0,USA,AR,Fort Smith,,,,,,,Brent,Dlugach,Brent P.,200.0,76.0,R,R,2009-09-13,2009-10-02,dlugb001,dlugabr01,2009,DET,AL,5,0.0,5,4,0,0,0,0,2,2,0,0,0,0,1.0,0.0,1.0,,,
dlugabr01,memphis,2004,University of Memphis,Memphis,TN,USA,1983.0,3.0,3.0,USA,AR,Fort Smith,,,,,,,Brent,Dlugach,Brent P.,200.0,76.0,R,R,2009-09-13,2009-10-02,dlugb001,dlugabr01,2009,DET,AL,5,0.0,5,4,0,0,0,0,2,2,0,0,0,0,1.0,0.0,1.0,,,
ellerfr01,uofsouth,1915,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1919,WS1,AL,28,27.0,28,28,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,,,
ellerfr01,uofsouth,1915,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1920,WS1,AL,101,86.0,101,95,0,0,0,0,73,21,0,0,1,1,0.0,6.0,0.0,,,
ellerfr01,uofsouth,1915,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1921,SLA,AL,105,105.0,105,105,0,0,0,0,105,0,0,0,0,0,0.0,0.0,0.0,,,
ellerfr01,uofsouth,1915,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1921,WS1,AL,10,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,8.0,0.0,,,
ellerfr01,uofsouth,1915,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1922,SLA,AL,91,91.0,91,91,0,0,0,0,91,0,0,0,0,0,0.0,0.0,0.0,,,
ellerfr01,uofsouth,1915,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1923,SLA,AL,17,10.0,17,14,0,0,0,0,14,0,0,0,0,0,0.0,3.0,0.0,,,
ellerfr01,uofsouth,1915,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1924,CLE,AL,46,31.0,46,41,0,0,0,2,39,0,0,0,0,0,0.0,4.0,1.0,,,
ellerfr01,uofsouth,1915,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1924,SLA,AL,22,20.0,22,22,0,0,0,0,22,0,0,0,0,0,0.0,0.0,0.0,,,
ellerfr01,uofsouth,1916,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1919,WS1,AL,28,27.0,28,28,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,,,
ellerfr01,uofsouth,1916,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1920,WS1,AL,101,86.0,101,95,0,0,0,0,73,21,0,0,1,1,0.0,6.0,0.0,,,
ellerfr01,uofsouth,1916,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1921,SLA,AL,105,105.0,105,105,0,0,0,0,105,0,0,0,0,0,0.0,0.0,0.0,,,
ellerfr01,uofsouth,1916,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1921,WS1,AL,10,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,8.0,0.0,,,
ellerfr01,uofsouth,1916,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1922,SLA,AL,91,91.0,91,91,0,0,0,0,91,0,0,0,0,0,0.0,0.0,0.0,,,
ellerfr01,uofsouth,1916,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1923,SLA,AL,17,10.0,17,14,0,0,0,0,14,0,0,0,0,0,0.0,3.0,0.0,,,
ellerfr01,uofsouth,1916,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1924,CLE,AL,46,31.0,46,41,0,0,0,2,39,0,0,0,0,0,0.0,4.0,1.0,,,
ellerfr01,uofsouth,1916,University of the South,Sewanee,TN,USA,1895.0,12.0,25.0,USA,SC,Marion County,1988.0,7.0,8.0,USA,SC,Latta,Frank,Ellerbe,Francis Rogers,165.0,70.0,R,R,1919-08-28,1924-09-27,ellef101,ellerfr01,1924,SLA,AL,22,20.0,22,22,0,0,0,0,22,0,0,0,0,0,0.0,0.0,0.0,,,
